# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,
# Sat Oct  4 03:36:09 2025,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
# User ID:         navidajayaweera2006,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
# User preference: archive defaults*,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,,,,,,,,,,,
# COLUMN hostname:       Host Name,,,,,,,,,,,,,,,,,,
# COLUMN disposition:    Archive Disposition,,,,,,,,,,,,,,,,,,
# COLUMN sy_snum:        Number of Stars,,,,,,,,,,,,,,,,,,
# COLUMN sy_pnum:        Number of Planets,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au],,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccen:    Eccentricity,,,,,,,,,,,,,,,,,,
# COLUMN pl_insol:       Insolation Flux [Earth Flux],,,,,,,,,,,,,,,,,,
# COLUMN pl_eqt:         Equilibrium Temperature [K],,,,,,,,,,,,,,,,,,
# COLUMN pl_orbincl:     Inclination [deg],,,,,,,,,,,,,,,,,,
# COLUMN pl_imppar:      Impact Parameter,,,,,,,,,,,,,,,,,,
# COLUMN pl_trandep:     Transit Depth [%],,,,,,,,,,,,,,,,,,
# COLUMN pl_trandur:     Transit Duration [hours],,,,,,,,,,,,,,,,,,
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius,,,,,,,,,,,,,,,,,,
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius,,,,,,,,,,,,,,,,,,
# COLUMN pl_occdep:      Occultation Depth [%],,,,,,,,,,,,,,,,,,
# COLUMN pl_orbtper:     Epoch of Periastron [days],,,,,,,,,,,,,,,,,,
# COLUMN pl_orblper:     Argument of Periastron [deg],,,,,,,,,,,,,,,,,,
# COLUMN st_teff:        Stellar Effective Temperature [K],,,,,,,,,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar Radius],,,,,,,,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)],,,,,,,,,,,,,,,,,,
# COLUMN st_age:         Stellar Age [Gyr],,,,,,,,,,,,,,,,,,
# COLUMN sy_gaiamag:     Gaia Magnitude,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
pl_name,hostname,disposition,sy_snum,sy_pnum,pl_orbper,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_imppar,pl_trandep,pl_trandur,st_teff,st_rad,st_mass,st_logg,st_age,sy_gaiamag
GJ 9827 c,GJ 9827,candidate,1,3,3.6480957,0,,,88.19,0.4428,,1.82496,4340,0.602,0.606,4.66,10,9.83773
GJ 9827 c,GJ 9827,candidate,1,3,3.64802,,,721.9,87.81,0.53,,2.19,4255,0.651,0.659,4.7,,9.83773
GJ 9827 c,GJ 9827,candidate,1,3,3.648103,,,715.94,89.09,0.23,,,4236,0.58,0.62,4.719,5.465,9.83773
GJ 9827 c,GJ 9827,candidate,1,3,3.6481145,,,,88.19,,,,4255,0.651,0.659,4.7,,9.83773
GJ 9827 d,GJ 9827,candidate,1,3,6.2014698,0,,,87.443,0.8927,,1.2228,4340,0.602,0.606,4.66,10,9.83773
GJ 9827 d,GJ 9827,candidate,1,3,6.201467,,35.6,680,87.39,0.896,0.0957,1.2264,4269,0.613,0.614,4.651,,9.83773
GJ 9827 d,GJ 9827,candidate,1,3,6.20183,,34.9,675,87.41,0.891,,,4236,0.58,0.62,4.7,5.465,9.83773
GJ 9827 d,GJ 9827,candidate,1,3,6.20142,,29,646,87.7,0.864,,1.248,4219,0.622,0.637,4.657,,9.83773
GJ 9827 d,GJ 9827,candidate,1,3,6.20147,0.13,36,681,87.443,,,,4305,0.602,0.606,,10,9.83773
GJ 9827 d,GJ 9827,candidate,1,3,6.20141,,,604.9,87.39,0.91,,1.6,4255,0.651,0.659,4.7,,9.83773
GJ 9827 d,GJ 9827,candidate,1,3,6.201812,,,599.68,87.66,0.85,,,4236,0.58,0.62,4.719,5.465,9.83773
GJ 9827 d,GJ 9827,candidate,1,3,6.20183,,33,612,,,,,4294,0.579,0.593,4.682,,9.83773
HAT-P-54 b,HAT-P-54,candidate,1,1,3.79985297,,,,87.04,,,,4390,0.617,0.645,4.667,3.9,13.0172
HAT-P-54 b,HAT-P-54,candidate,1,1,3.79985363,,,,,,,,,,,,,13.0172
HAT-P-54 b,HAT-P-54,candidate,1,1,3.7999139,,,,,0.72,2.4,1.76,4171,0.64,,,,13.0172
HAT-P-54 b,HAT-P-54,candidate,1,1,3.799847,0.074,,818,87.04,0.741,,,4390,0.617,0.645,4.667,3.9,13.0172
HAT-P-54 b,HAT-P-54,candidate,1,1,3.799878,,,,,,2.56,1.7616,,0.693,,,,13.0172
HAT-P-54 b,HAT-P-54,candidate,1,1,3.80001,,,,,,,1.79808,4441,0.68,,4.631,,13.0172
HAT-P-54 b,HAT-P-54,candidate,1,1,3.7998529,,,,,,,,,,,,,13.0172
HAT-P-54 b,HAT-P-54,candidate,1,1,3.799853582,,88.6713,782.65,,,2.5455085,1.8114914,4133.4,0.759375,,4.48806,,13.0172
HAT-P-54 b,HAT-P-54,candidate,1,1,3.7998534,,,,,,,,4390,0.617,0.645,4.667,3.9,13.0172
HAT-P-54 b,HAT-P-54,candidate,1,1,3.799847,0.66,,,87.04,,,,4390,0.617,0.645,,3.9,13.0172
HAT-P-56 b,HAT-P-56,candidate,1,1,2.7908821,,,,,0.86,0.944,2.19,6659,1.8,,,,10.8245
HAT-P-56 b,HAT-P-56,candidate,1,1,2.7908235,,,,,,,,6566,1.428,1.296,4.24,2.01,10.8245
HAT-P-56 b,HAT-P-56,candidate,1,1,2.790825,,,,82.13,,,,6566,1.428,1.296,4.24,2.01,10.8245
HAT-P-56 b,HAT-P-56,candidate,1,1,2.790862,,,,,,0.9773,2.3136,,1.439,,,,10.8245
HAT-P-56 b,HAT-P-56,candidate,1,1,2.790963,,3515,,,,,2.3,6863,1.88,1.53,4.08,,10.8245
HAT-P-56 b,HAT-P-56,candidate,1,1,2.7908327,0.246,,1840,82.13,0.8725,,2.27112,6566,1.428,1.296,4.24,2.01,10.8245
HAT-P-56 b,HAT-P-56,candidate,1,1,2.79082479,,,,,,,,,,,,,10.8245
HAT-P-56 b,HAT-P-56,candidate,1,1,2.790833,,,,82.6,,,,6568,,,4.26,,10.8245
HAT-P-56 b,HAT-P-56,candidate,1,1,2.7908327,0.29,,,82.13,,,,6566,1.428,1.296,,2.01,10.8245
HAT-P-56 b,HAT-P-56,candidate,1,1,2.790828527,,1998.7812,1705.34,,,1.00496939,2.2599869,6635.91,1.4707,,4.24728,,10.8245
HAT-P-56 b,HAT-P-56,candidate,1,1,2.79083,,,,82.13,,1.1,,6566,1.47,1.42,3.39,,10.8245
HATS-11 b,HATS-11,candidate,1,1,3.619188,,,1596,,0.14,,,6563,1.54,1.33,4.19,,13.8333
HATS-11 b,HATS-11,candidate,1,1,3.619192,,,,,0.07,,4.4208,,0.89,,,,13.8333
HATS-11 b,HATS-11,candidate,1,1,3.6191634,,,,89.03,,,4.36848,5871,1.46198,1.06,4.13349,,13.8333
HATS-11 b,HATS-11,candidate,1,1,3.6191613,0.34,,1637,88.31,0.203,1.18,4.3656,6060,1.444,1,4.118,7.7,13.8333
HATS-11 b,HATS-11,candidate,1,1,3.6191546,,,,88.3,,,,6060,1.444,1,4.118,7.7,13.8333
HATS-11 b,HATS-11,candidate,1,1,3.618876868,,1027.296,1443.92,,,1.26582719,4.3583808,5871,1.46198,,4.13349,,13.8333
HATS-11 b,HATS-11,candidate,1,1,3.619167,,,,,,1.3734,4.3896,,1.51,,,,13.8333
HATS-12 b,HATS-12,candidate,1,1,3.142702,,,1446,,0.43,,,6357,1.17,1.16,4.36,,12.6766
HATS-12 b,HATS-12,candidate,1,1,3.142846,,,,83.11682,,,,6235,1.29462,1.214365,4.22,,12.6766
HATS-12 b,HATS-12,candidate,1,1,3.14272,,,,,0.21,,4.4808,,1.22,,,,12.6766
HATS-12 b,HATS-12,candidate,1,1,3.142811,,,,,,0.4291,4.572,,0.822,,,,12.6766
HATS-12 b,HATS-12,candidate,1,1,3.14324026,,566.4817,1244.27,,,0.49689754,4.3767436,5780,,,4.438,,12.6766
HATS-12 b,HATS-12,candidate,1,1,3.142833,0.085,,2097,82.7,0.589,0.47,4.5576,6408,2.21,1.489,3.923,2.36,12.6766
HATS-12 b,HATS-12,candidate,1,1,3.1428347,,,,82.27,,,4.52376,,,,,,12.6766
HATS-36 b,HATS-36,candidate,1,1,4.174714302,,466.8809,1185.55,,,1.40266941,3.8092867,5859,1.08854,,4.38969,,14.233
HATS-36 b,HATS-36,candidate,1,1,4.175187,,,,,0.11,,3.3792,,1.15,,,,14.233
HATS-36 b,HATS-36,candidate,1,1,4.175186,,,1203,,0.17,,,5950,1.1,1.1,4.4,,14.233
HATS-36 b,HATS-36,candidate,1,1,4.1752387,0.105,561,1356,87.61,0.452,1.4,3.46272,6149,1.155,1.222,4.4,0.62,14.233
HATS-36 b,HATS-36,candidate,1,1,4.175235,,,,,,1.3791,3.432,,1.0878,,,,14.233
HATS-9 b,HATS-9,candidate,1,1,1.915311,,,,88.94,,,3.50832,5494,1.58042,0.963,4.02415,,13.0983
HATS-9 b,HATS-9,candidate,1,1,1.915298,,,,,0.13,,3.5592,,1.94,,,,13.0983
HATS-9 b,HATS-9,candidate,1,1,1.9153073,0.075,,,86.5,,,,5366,1.503,1.03,,10.8,13.0983
HATS-9 b,HATS-9,candidate,1,1,1.915291,,,1746,,0.16,,,5599,1.56,1.1,4.1,,13.0983
HATS-9 b,HATS-9,candidate,1,1,1.9153073,0.129,,1823,86.5,0.27,,3.4968,5366,1.503,1.03,4.095,10.8,13.0983
HATS-9 b,HATS-9,candidate,1,1,1.9153196,,,,,,0.847,3.5496,,1.592,,,,13.0983
HATS-9 b,HATS-9,candidate,1,1,1.915525758,,2292.0839,1764.73,,,0.73831867,3.5663951,5494,1.58042,,4.02415,,13.0983
HD 106315 b,HD 106315,candidate,1,2,9.5521,,240,,88.4,0.47,,3.96,6290,1.18,1.07,4.29,4,8.88841
HD 106315 b,HD 106315,candidate,1,2,9.55804,,,1046,,0.4,0.03,3.5,6277,1.29,1.08,4.25,,8.88841
HD 106315 b,HD 106315,candidate,1,2,9.55385,0.31,,1146,87.62,0.63,,3.816,6254,1.281,1.027,4.234,5.91,8.88841
HD 106315 b,HD 106315,candidate,1,2,9.554515,,,,88.50403,,,,6321,1.273595,1.119172,4.19,,8.88841
HD 106315 b,HD 106315,candidate,1,2,9.55287,0,,,,,,,6364,1.269,,,4.48,8.88841
HD 106315 b,HD 106315,candidate,1,2,9.55237,0.093,,1153,87.54,0.67,,3.775,6327,1.296,1.091,4.252,4.48,8.88841
HD 106315 b,HD 106315,candidate,1,2,9.55288,,277,1040,,,,,6364,1.269,1.154,4.291,,8.88841
HD 106315 c,HD 106315,candidate,1,2,21.05652,,97,799,,,,,6364,1.269,1.154,4.291,,8.88841
HD 106315 c,HD 106315,candidate,1,2,21.056614,,,,89.4,,,,6290,1.18,1.07,4.29,4,8.88841
HD 106315 c,HD 106315,candidate,1,2,21.057504,,,,89.25565,,,,6321,1.273595,1.119172,4.19,,8.88841
HD 106315 c,HD 106315,candidate,1,2,21.0576,,83,,89.42,0.34,,4.693,6290,1.18,1.07,4.29,4,8.88841
HD 106315 c,HD 106315,candidate,1,2,21.05731,0.052,,,88.17,,,,6256,1.31,1.079,4.235,,8.88841
HD 106315 c,HD 106315,candidate,1,2,21.05683,,,,,0.43,0.0992,4.3776,6498,1.2427,1.33,4.37319,,8.88841
HD 106315 c,HD 106315,candidate,1,2,21.05603,,,,88.304,,,,6244,1.299,1.024,,,8.88841
HD 106315 c,HD 106315,candidate,1,2,21.05652,0,,,88.89,0.688,,4.728,6364,1.269,,,4.48,8.88841
HD 106315 c,HD 106315,candidate,1,2,21.05704,0.22,,886,88.61,0.52,,4.638,6327,1.296,1.091,4.252,4.48,8.88841
HD 106315 c,HD 106315,candidate,1,2,21.05788,,,804,,0.27,0.1,4.4,6277,1.29,1.08,4.25,,8.88841
HD 106315 c,HD 106315,candidate,1,2,21.058,0.18,,874,88.48,0.688,,4.728,6254,1.281,1.027,4.234,5.91,8.88841
HD 137496 b,HD 137496,candidate,1,2,1.62116,0,,2130,85.8,0.27,0.00575,3.28,5799,1.59,1.04,4.05,8.3,9.77168
HD 137496 c,HD 137496,candidate,1,2,479.9,0.477,,370,,,,,5799,1.59,1.04,4.05,8.3,9.77168
HD 224018 b,HD 224018,candidate,1,3,10.6413,0.06,,968,86.7,,,,5784,1.147,1.013,4.32,7,9.52137
HD 224018 c,HD 224018,candidate,1,3,36.57669,0.02,,641,89.8,,,,5784,1.147,1.013,4.32,7,9.52137
HD 224018 d,HD 224018,candidate,1,3,138.0731,0.04,,411,89.9,,,,5784,1.147,1.013,4.32,7,9.52137
HD 3167 b,HD 3167,candidate,1,4,0.959641,0,1650,1774,83.4,,,,5261,0.88,0.837,,7.8,8.76221
HD 3167 b,HD 3167,candidate,1,4,,,,,,,,,,,,,,8.76221
HD 3167 b,HD 3167,candidate,1,4,0.959641,,1625,1608,,,,,5261,0.872,0.866,4.47,,8.76221
HD 3167 b,HD 3167,candidate,1,4,0.959628,,,1860,88.4,0.131,,1.65,5370,0.828,0.883,4.52,,8.76221
HD 3167 b,HD 3167,candidate,1,4,0.96,,,,,,,,5261,0.88,0.837,4.47,,8.76221
HD 3167 b,HD 3167,candidate,1,4,0.959641,0,1625,,83.4,0.47,0.0294,1.622,5261,0.86,0.86,4.47,,8.76221
HD 3167 b,HD 3167,candidate,1,4,0.959628,,,,,0.49,,1.6488,,0.88,,,,8.76221
HD 3167 b,HD 3167,candidate,1,4,0.959665,,,,83.83362,,,,5366,0.836616,0.89032,4.54,,8.76221
HD 3167 b,HD 3167,candidate,1,4,0.959624,,,1669,,0.39,,,5528,0.87,0.94,4.53,,8.76221
HD 3167 b,HD 3167,candidate,1,4,0.959632,0,,1759,88.6,0.11,,1.65,5286,0.835,0.877,4.51,5,8.76221
HD 3167 b,HD 3167,candidate,1,4,0.959622,,,,90.2,,,,5438,0.83,,4.6,,8.76221
HD 3167 b,HD 3167,candidate,1,4,0.95965428,0.1,,1777,87.59,0.181,,1.609,5300,0.871,0.852,4.47,10.2,8.76221
HD 3167 c,HD 3167,candidate,1,4,,,,,,,,,,,,,,8.76221
HD 3167 c,HD 3167,candidate,1,4,29.875221,,,,90,,,,5438,0.83,,4.6,,8.76221
HD 3167 c,HD 3167,candidate,1,4,29.84622,0.05,,548,89.6,0.3,,4.81,5286,0.835,0.877,4.51,5,8.76221
HD 3167 c,HD 3167,candidate,1,4,29.839835,,,,,0.63,,5.0592,,0.88,,,,8.76221
HD 3167 c,HD 3167,candidate,1,4,29.8454,0.267,16.6,,89.3,0.5,0.0946,5.15,5261,0.86,0.86,4.47,,8.76221
HD 3167 c,HD 3167,candidate,1,4,29.8454,0.06,16.9,564,89.3,,,,5261,0.88,0.837,,7.8,8.76221
HD 3167 c,HD 3167,candidate,1,4,29.83832,,,531,,0.46,,,5528,0.87,0.94,4.53,,8.76221
HD 3167 c,HD 3167,candidate,1,4,29.8454,,,500,89.27,0.54,,4.81,5370,0.828,0.883,4.52,,8.76221
HD 3167 c,HD 3167,candidate,1,4,29.844982,,,,89.32952,,,,5366,0.836616,0.89032,4.54,,8.76221
HD 3167 c,HD 3167,candidate,1,4,29.8464948,0.15,,565,89.421,0.451,,4.869,5300,0.871,0.852,4.47,10.2,8.76221
HD 3167 c,HD 3167,candidate,1,4,29.8454,,16.6,511,,,,,5261,0.872,0.866,4.47,,8.76221
HD 3167 c,HD 3167,candidate,1,4,,,,,89.5,,,,,,,,,8.76221
HD 3167 d,HD 3167,candidate,1,4,8.4112,0.12,,,,,,,5261,0.88,0.837,,7.8,8.76221
HD 3167 d,HD 3167,candidate,1,4,8.4783,0.44,,859.5,,,,,5300,0.871,0.852,4.47,10.2,8.76221
HD 3167 d,HD 3167,candidate,1,4,8.509,0.36,88.9,,,,,,5261,0.86,0.86,4.47,,8.76221
HD 3167 d,HD 3167,candidate,1,4,8.509,,88.9,776,,,,,5261,0.872,0.866,4.47,,8.76221
HD 3167 e,HD 3167,candidate,1,4,102.09,0.6,,374.8,,,,,5300,0.871,0.852,4.47,10.2,8.76221
HD 3167 e,HD 3167,candidate,1,4,96.63,0.15,,,,,,,5261,0.88,0.837,,7.8,8.76221
HD 73344 b,HD 73344,candidate,1,3,15.611,0.03,,911,88.082,0.783,,3.304,6252.6,1.22,1.2,4.372,1.15,6.7468
HD 73344 b,HD 73344,candidate,1,3,15.61136333,,111.9729,829.66,,,0.05204898,3.2002615,6061.77,1.22568,,4.31439,,6.7468
HD 73344 b,HD 73344,candidate,1,3,15.613426,,,,,,0.0362,3.0144,6460,1.438,,4.264,,6.7468
HD 73344 b,HD 73344,candidate,1,3,15.604,0,,,,,,,6148,1.22,1.19,4.36,,6.7468
HD 80653 b,HD 80653,candidate,1,2,0.719573,0,6130,2463,82.1,,,,5959,1.22,1.18,,2.67,9.30733
HD 80653 b,HD 80653,candidate,1,2,0.719597,,,,,,0.0149,1.5336,6080,1.224,,4.338,,9.30733
HD 80653 b,HD 80653,candidate,1,2,0.71957121,,6635.8567,2301.94,,,0.01596404,1.7575219,5910,1.25505,,4.27216,,9.30733
HD 80653 b,HD 80653,candidate,1,2,0.719573,,,,82.1,0.4,,1.7976,,1.22,1.18,4.34,2.67,9.30733
HD 89345 b,HD 89345,candidate,1,1,11.8143,0.22,,1068,87.56,0.6,0.1477,5.7072,5622,1.733,1.324,4.083,4.18,9.21702
HD 89345 b,HD 89345,candidate,1,1,11.8143,0.22,,1089,87.21,0.645,0.1509,5.7336,5576,1.747,1.157,4.016,7.53,9.21702
HD 89345 b,HD 89345,candidate,1,1,11.81417262,,275.6427,1039.22,,,0.15048942,5.5649352,5609,1.78598,,3.93083,,9.21702
HD 89345 b,HD 89345,candidate,1,1,11.8144024,0.208,,,87.68,0.564,,5.65,5499,1.657,,,9.4,9.21702
HD 89345 b,HD 89345,candidate,1,1,11.81399,0.203,,1053,,0.489,,,5499,1.657,1.12,4.044,9.4,9.21702
HD 89345 b,HD 89345,candidate,1,1,11.814417,0.2,,,87.9,,,,5499,1.657,1.12,4.044,9.4,9.21702
HIP 116454 b,HIP 116454,candidate,2,1,9.1205,0.2,,,88.43,,0.097,,5089,0.72,0.81,4.59,,9.93208
HIP 116454 b,HIP 116454,candidate,2,1,9.0949,0.089,51.4,745,88.43,,,,5089,0.716,0.755,,,9.93208
HIP 116454 b,HIP 116454,candidate,2,1,9.1205,0.205,,690,88.43,0.65,0.0967,,5089,0.716,0.775,4.59,2,9.93208
HIP 116454 b,HIP 116454,candidate,2,1,9.100412,,28.6373,644,,,0.1085,2.181,5013.7,0.77,,4.58,,9.93208
HIP 116454 b,HIP 116454,candidate,2,1,9.1004157,0.215,51.2858,753.2,88.91,0.34,0.0889,2.431,5048,0.758,0.8,4.582,5.5,9.93208
HIP 41378 b,HIP 41378,candidate,1,6,15.57208,,140,959,,,,,6320,1.273,1.16,4.294,,8.80998
HIP 41378 b,HIP 41378,candidate,1,6,15.5718552,,115.206,912,,,0.038,4.931,6352.33,1.31,,4.30502,,8.80998
HIP 41378 b,HIP 41378,candidate,1,6,15.572098,,,,88.8,,,,6226,1.343,1.168,,,8.80998
HIP 41378 b,HIP 41378,candidate,1,6,15.5712,,,,88.4,0.55,,,6199,1.4,1.15,4.18,,8.80998
HIP 41378 c,HIP 41378,candidate,1,6,31.6978,,,,89.58,0.53,,,6199,1.4,1.15,4.18,,8.80998
HIP 41378 c,HIP 41378,candidate,1,6,31.70648,,,,87.5,,,,6226,1.343,1.168,,,8.80998
HIP 41378 c,HIP 41378,candidate,1,6,31.71802083,,55.6175,696.5,,,0.0292865,2.3326321,6352.33,1.30883,,4.30502,,8.80998
HIP 41378 c,HIP 41378,candidate,1,6,31.70603,,54,757,,,,,6320,1.273,1.16,4.294,,8.80998
HIP 41378 d,HIP 41378,candidate,1,6,156,,,,,0.5,,12.71,6199,1.4,1.15,4.18,,8.80998
HIP 41378 d,HIP 41378,candidate,1,6,278.3618,,3.01,367,,,,,6320,1.273,1.16,4.294,,8.80998
HIP 41378 d,HIP 41378,candidate,1,6,278.3618,0,,,89.81,,,,,1.28,,,,8.80998
HIP 41378 d,HIP 41378,candidate,1,6,48.1,,,,,0.5,,12.71,6199,1.35,1.14,4.2,4.279,8.80998
HIP 41378 d,HIP 41378,candidate,1,6,1114,,,,89.93,,,,6226,1.343,1.168,,,8.80998
HIP 41378 e,HIP 41378,candidate,1,6,131,,,,,0.31,,13.007,6199,1.4,1.15,4.18,,8.80998
HIP 41378 e,HIP 41378,candidate,1,6,369,,2.1,335,,,,,6320,1.273,1.16,4.294,,8.80998
HIP 41378 e,HIP 41378,candidate,1,6,,,,,89.91,,,,6226,1.343,1.168,,,8.80998
HIP 41378 f,HIP 41378,candidate,1,6,1084,,,,89.98,,,,6226,1.343,1.168,,,8.80998
HIP 41378 f,HIP 41378,candidate,1,6,46.4,,,,,0.227,0.5,18.998,6199,1.35,1.14,4.2,4.279,8.80998
HIP 41378 f,HIP 41378,candidate,1,6,542.07975,,1.24,294,,,,,6320,1.273,1.16,4.294,,8.80998
HIP 41378 f,HIP 41378,candidate,1,6,324,,,,,0.227,,18.998,6199,1.4,1.15,4.18,,8.80998
K2-10 b,K2-10,candidate,1,1,19.307044,,,,89.50414,,,,5638,0.902012,0.958188,4.53,,12.2156
K2-10 b,K2-10,candidate,1,1,19.30481,,,,,,0.1691,3.8064,,0.721,,,,12.2156
K2-10 b,K2-10,candidate,1,1,19.30553,,42.1,649,,,,,5533,0.956,0.88,4.47,,12.2156
K2-10 b,K2-10,candidate,1,1,19.292062,,,,,,0.164,4.413,5533,0.968923,0.973,4.4536,,12.2156
K2-10 b,K2-10,candidate,1,1,19.30691,,,703,,,0.144,,5647,0.93,0.94,,,12.2156
K2-10 b,K2-10,candidate,1,1,19.307107,,,,,0.4,0.165,3.8,5454,0.86,,,,12.2156
K2-10 b,K2-10,candidate,1,1,19.3037,,54.1,,,,,3.777,5581,1.08,0.92,4.333,,12.2156
K2-10 b,K2-10,candidate,1,1,19.3044,0.31,,,,0.4,,,5620,0.98,0.92,4.5,,12.2156
K2-100 b,K2-100,candidate,1,1,1.673847,,,,,0.46,,1.5408,,1.23,,,,10.4053
K2-100 b,K2-100,candidate,1,1,1.673916,0.24,,,85.1,0.43,,1.55,6120,1.19,1.18,,0.79,10.4053
K2-100 b,K2-100,candidate,1,1,1.6739035,0,1915,1841,81.27,0.791,,,5945,1.24,1.15,4.33,0.75,10.4053
K2-100 b,K2-100,candidate,1,1,1.673737,,,,,,0.01225,1.4784,,1.273,,,,10.4053
K2-100 b,K2-100,candidate,1,1,1.67389,,2100,1720,,,,,6044,1.227,1.21,4.4,,10.4053
K2-100 b,K2-100,candidate,1,1,1.6739,,,,,,0.06,,6115.49,1.21742,1.153,4.32901,,10.4053
K2-100 b,K2-100,candidate,1,1,1.674,,,,,0.218,0.0589,1.398,6115.49,1.21742,1.153,4.32901,,10.4053
K2-100 b,K2-100,candidate,1,1,1.673918,,,,76.72,,0.0621,,,1.572,,,,10.4053
K2-100 b,K2-100,candidate,1,1,1.67344228,,,,,,0.086,2.125,6115.49,1.21742,1.153,4.32901,,10.4053
K2-100 b,K2-100,candidate,1,1,1.6739024,0,990,1094,87.3,0.36,0.0703,1.6056,6120,1.19,1.18,4.36,,10.4053
K2-100 b,K2-100,candidate,1,1,1.673833,,,1748,,0.4,,,6168,1.22,1.23,4.35,,10.4053
K2-100 b,K2-100,candidate,1,1,1.6739029,,757.167,1461,,,0.0863,1.355,6115.5,1.22,,4.33,,10.4053
K2-101 b,K2-101,candidate,1,1,14.6762429,,,618,,0.41,,,4927,0.76,0.82,4.59,,12.6619
K2-101 b,K2-101,candidate,1,1,14.67665,,,,,,0.0749,3.336,,0.682,,,,12.6619
K2-101 b,K2-101,candidate,1,1,14.677214,,,,88.85718,,,,4942,0.769722,0.833034,4.66,,12.6619
K2-101 b,K2-101,candidate,1,1,14.675828,,,,89.26,,0.0638,,,0.725,,,,12.6619
K2-101 b,K2-101,candidate,1,1,14.677286,0.1,,,89.4,0.35,,3.23,4819,0.73,0.8,,0.79,12.6619
K2-101 b,K2-101,candidate,1,1,14.66146147,,,,,,0.072,5.347,4695.41,0.800765,0.75,4.50612,,12.6619
K2-101 b,K2-101,candidate,1,1,14.6843,,,,,,0.05,,4695.41,0.800765,0.75,4.50612,,12.6619
K2-102 b,K2-102,candidate,1,1,9.9147,,,,,,0.02,,4638,0.768432,0.736,4.53373,,12.8466
K2-102 b,K2-102,candidate,1,1,9.915615,0.1,,,89,0.43,,2.66,4695,0.71,0.77,,0.79,12.8466
K2-104 b,K2-104,candidate,1,1,1.9741954,,,798,,0.39,,,3712,0.48,0.51,4.78,,15.3955
K2-104 b,K2-104,candidate,1,1,1.974,,,,,0,0.1325,1.40712,3578,0.502513,0.500534,4.73521,,15.3955
K2-104 b,K2-104,candidate,1,1,1.974172,,,,88.75,,0.1008,,,0.303,,,,15.3955
K2-104 b,K2-104,candidate,1,1,1.9741,,,,,,0.1,,3578,0.502513,0.500534,4.73521,,15.3955
K2-104 b,K2-104,candidate,1,1,1.974991,,,,,,0.131,1.692,3820,0.484,,4.773,,15.3955
K2-104 b,K2-104,candidate,1,1,1.974238,0.09,62.1,,88,,,,3546.46,0.492279,0.426533,,,15.3955
K2-104 b,K2-104,candidate,1,1,1.974202,,,,,,0.1749,1.584,,0.5573,,,,15.3955
K2-104 b,K2-104,candidate,1,1,1.97419,0.18,,,88,0.37,,1.27,3660,0.48,0.51,,0.79,15.3955
K2-105 b,K2-105,candidate,1,1,8.26726,,100,805,,,,,5373,0.905,0.94,4.45,,11.7124
K2-105 b,K2-105,candidate,1,1,8.26345949,,,,,,0.129,3.704,5411.15,0.915405,0.941,4.48843,,11.7124
K2-105 b,K2-105,candidate,1,1,8.26679,,,,88.86533,,,,5475,0.908831,0.964948,4.51,,11.7124
K2-105 b,K2-105,candidate,1,1,8.267084,,,,,0.38,,3.4008,,0.98,,,,11.7124
K2-105 b,K2-105,candidate,1,1,8.26698,,,,,,0.1338,3.4104,,0.947,,,,11.7124
K2-105 b,K2-105,candidate,1,1,8.267704,,,814,,0.36,,,5464,0.91,0.99,4.51,,11.7124
K2-105 b,K2-105,candidate,1,1,8.2669589,,140.125,958,,,0.1316,3.328,5411.1,0.92,,4.49,,11.7124
K2-105 b,K2-105,candidate,1,1,8.267,,,,,0.139,0.1053,3.216,5411.15,0.915405,0.941,4.48843,,11.7124
K2-105 b,K2-105,candidate,1,1,8.266902,,,,88.95,0.328,,3.46224,5434,0.95,1.01,4.477,0.6,11.7124
K2-105 b,K2-105,candidate,1,1,8.2669928,,,928,,0.31,,,5636,0.97,1.05,4.49,,11.7124
K2-105 b,K2-105,candidate,1,1,8.2669897,0,,,88.62,0.42,,3.43,5636,0.97,,,0.6,11.7124
K2-107 b,K2-107,candidate,1,1,3.313921,,,,82.36105,,,,6178,1.334682,1.257584,4.24,,12.7669
K2-107 b,K2-107,candidate,1,1,3.3139095,,,,,,0.6658,3.2232,,1.908,,,,12.7669
